Chromosome	Start	Stop	Strand	Gene Symbol	AKO5	AKO6	AKO7	AKO8	Ako_Lx1	Ako_Lx2	Ako_Lx3	WT6	wt_Lx1	WT7	WT5	Ako_Lx4	wt_Lx3	WT8	wt_Lx2	wt_Lx4
7	101317086	101346627	+	Stard10	446.998	440.002	346	463.998	1232.99	1402.99	1570.99	278.001	2821	414.001	355.999	1529.02	4641.87	474.998	1592.98	3922.95
5	151037515	151190194	-	Stard13	526	553.999	440.999	510.001	457.999	416	522.002	362.999	525	365.999	367	481	554.002	401	389	489.002
11	98358368	98381113	+	Stard3	336	284	274	298	216	278	288	250	376	280	224	262	467	338	341	441
13	19357676	19395814	-	Stard3nl	143	127	153	151	182	236	200	125	263	141	143	216	440.001	142	221	237
18	33199138	33213863	-	Stard4	125	105	79.0001	99	161	194	162	109	231.001	119	158	225	412.002	169	189	235
7	83632017	83642329	+	Stard5	61	67	61	70	140	162	120	56	204	55	59	163	261	57	137	192
2	127270229	127298935	+	Stard7	3107.96	3116.06	2299.02	2835.01	3010.98	2989.06	2834.07	2466.97	2754	2617.01	2585.99	2840.01	2202.01	2909.04	2764.94	2811.97
X	99042581	99074729	+	Stard8	703	803	563	877	699	742	790	590	790	572	556	860	787	763	818	995
2	120629121	120715882	+	Stard9	387	408	260	404	242	230	288	279	344	260	261	296	464	338	315	442
1	52119438	52161866	+	Stat1	692.003	647.002	703	591.001	546.998	726.997	808.001	540.999	792.997	426.999	528	833.997	1386.01	632.999	781.003	1052
10	128270498	128292854	+	Stat2	236	234	221	226	299	414	435	267	491	151	170	389	700	235	480	519
11	100886806	100939541	-	Stat3	1664.99	1848	1460	1425.01	3426.98	3757.87	3017.93	1110.99	3558.97	1129	1030	3335.92	4426.9	1491	2885.01	3164.95
11	100859351	100885170	+	Stat5a	398.586	447.539	245.488	341.027	356.578	359.992	444.919	330.685	534.64	289.573	235.295	416.962	540.749	400.775	505.393	676.891
11	100780731	100850582	-	Stat5b	1234.4	1190.47	954.521	1059.96	1226.42	1242.02	1417.09	857.318	1408.36	872.43	770.701	1269.04	1817.21	1149.23	1535.61	2006.09
10	127642986	127660988	+	Stat6	712	719	539	670	953	861	892	546	1147	533	515	1066	1652	672	975	1103
2	166947549	166996300	-	Stau1	835.999	840	670.998	682.997	909.003	1020	805.996	661	990.997	616	650.001	891.995	1261	789.001	889	964.995
1	16228810	16519303	-	Stau2	813.999	898.997	788.999	834.001	785	666	738	810.999	651	806.001	743.004	728.998	598.001	790.999	620	722.999
5	92603051	92606580	+	Stbd1	224	166	132	158	412	405	300	87	397	80	93	376	716	111	260	446
14	69029289	69041402	+	Stc1	64	64	64	62	50	57	61	42	59	52	28	48	108	56	53	66
11	31359441	31370062	-	Stc2	183	181	137	139	86	57	128	126	97	117	160	115	68	159	129	155
5	5664829	5694569	-	Steap2	21	7	14	17	56	100	50	10	157	14	11	94	374	5	80	124
1	120226416	120271083	-	Steap3	467.001	559.003	445.001	507.003	664.998	722.998	815.004	427.001	909.001	409.999	367.998	671.004	947.995	591.999	885.003	942.991
5	7960472	7982214	+	Steap4	445	441	436	484	706	871	797	474	884	407	480	787	1038	395	956	947
7	102267819	102437319	+	Stim1	287.999	327.999	227	284.001	270	383.999	313	291	353.999	212	255.999	325	433	300.999	354	438.002
5	53998523	54121058	+	Stim2	224	174	186	238	219	299	251	156	336.001	175	162	256	545.999	196	277.999	282
14	30825594	30877211	+	Stimate	161	153	148	142	209	256	206	145	280	171	119	217	355	152	263	341
19	7020696	7040027	-	Stip1	1263	1444	1226	1294	1918	2003	1553	1129	1523	1029	881	1497	2165	1319	1324	1424
11	32533266	32624596	+	Stk10	173	194	135	149	178	238	228	156	345	115	147	228	479.001	213	277.001	271
10	80115795	80130680	+	Stk11	1956.94	1818.87	1457.92	1848.99	1965.93	1870.92	2065.88	1600.97	2112.62	1520.89	1321.88	1907.67	2340.77	2051.62	1877.79	2060.92
1	75521529	75537336	+	Stk11ip	187	163	140	181	196	213	221	155	258	116	157	220	360	137	217	214
1	75210829	75215607	+	Stk16	331.042	350.265	316.345	357.49	428.655	442.93	461.13	310.611	511.552	269.171	245.641	417.991	576.373	405.211	375.27	465.854
1	53755512	53785216	-	Stk17b	234	197	281	195	208	317	200	173	350	206	220	312	799	123	251	361
17	34823993	34836904	-	Stk19	89	75	58	76	124	128	70	90	148	69	66	114	220	90	112	110
14	121286341	121379231	-	Stk24	645	611	417	484	750	769	720	477	805	513	451	840	951	615	677	865
1	93620751	93635728	-	Stk25	960.172	946.307	789.147	930.598	1005.03	999.792	1016.64	887.008	1233.53	904.703	777.898	1131.27	1551.22	1110.8	1022.04	1152.93
X	50841371	50893099	+	Stk26	11.6915	12	24.0925	6	86.3313	151.919	117.191	9	274.783	11	20.7023	302.937	345.658	9.18125	257.14	414.969
15	34875499	35155807	-	Stk3	126	105	100	119	142	148	174	111	239	104	141	172	353.001	70	193	223
7	139103638	139213308	-	Stk32c	22	14	10	16	20	20	27	22	44	9	18	26	51	38	23	20
2	129800517	129832286	+	Stk35	341.542	374.838	283.832	454.883	303.999	303.541	381.828	280.328	381.828	316	257	376.616	522.05	348.386	428.987	411.293
2	129798369	129801460	-	Stk35os1	52.4592	37.1621	29.1687	31.1179	48	48.4587	42.1719	42.6726	42.1715	35	28	47.3837	44.9495	32.6143	56.0134	65.7073
17	28970880	29007996	-	Stk38	362	393.001	321	372	740.999	776.996	647.002	385	820.998	317.001	308.001	767.003	1585	408.002	732.999	677.003
6	146724930	146778815	+	Stk38l	257	255.999	236	224	357	370	328	234	418	242	245	295	494.001	218	346	429.001
2	68210447	68471982	-	Stk39	967	1027	831	1022	1394	1472	1361	1050	1250	1014	1004	1329	1325	1059	1215	1386
2	164074138	164155525	+	Stk4	375	337	328	316	356	405	456	277	511	264	313	431	815	316	460	487
4	126103957	126141030	+	Stk40	1000.99	1098.99	814.007	1003.99	1523.01	1349.99	1062.99	844.006	1059	745.997	742.001	1122	1399.01	1059.01	1027	982.995
4	134468320	134473844	+	Stmn1	106	125	137	115	199	235	243	151	459	134	106	345	976	129	320	376
3	8509527	8561605	+	Stmn2	49	45	58	38	83	78	107	76	104	60	58	91	71	72	76	62
19	47501033	47537120	-	Stn1	214	160	201	157	232	193	225.978	150	232	146	133	219	295	183	237	205
2	35313990	35337010	-	Stom	2103	2162	1894	2215	1482	1384	1912	1875	1541	1983	1940	1548	1479	2423	1707	1982
9	58253164	58262525	+	Stoml1	170	174	101	136	156	195	159	128	227	132	127	234	337	140	224	252
4	43027690	43031385	-	Stoml2	773	711	680	650	768	747	679	709	724	651	772	752	819	860	636	741
17	88626555	88645725	+	Ston1	153	150	83	133	132	119	110	103	126	89	105	222	280	101	144	184
12	91633009	91786437	-	Ston2	247	221	126	167	101	124	163	154	168	124	116	114	111	181	142	163
10	62659044	62726095	-	Stox1	22	20	13	17	12	22	10	18	25	15	10	17	16	13	9	29
8	47180048	47352349	-	Stox2	275	290	182	251	310	337	343.999	206	341	215	206	413.999	350.001	199	332	340
11	106162974	106193604	-	Strada	95	78	101	136	117	143	145	117	185	89	82	165	301.999	132	146	158
1	58973522	58995122	+	Stradb	689	717.001	626.001	660	662.001	625	696	671.998	529.998	702.002	589.001	604.002	367.999	727.002	563.001	516.999
6	137735082	137751931	+	Strap	1592	1638	1366	1457	1707	1613	1520	1479	1689	1481	1442	1699	1867	1360	1525	1503
2	37569868	37662343	-	Strbp	202	190	161	148	286.001	229	207	186	287	150	134	226	338.001	162	234	306.999
3	107612532	107631711	-	Strip1	350	369	268	374	446	462	463	288	444	294	271	491	566	417	479	482
6	29917013	29959681	+	Strip2	2040.02	2070	1898.03	1919	3036.96	2607.95	2073.02	1650	2310	1877.98	1575.01	2322.98	2077.04	1579.01	2172	1913.98
17	78649913	78736562	-	Strn	590	565	509	603	1087	984	785	537	846	547	467	937	971	539	731	761
12	51608541	51691915	-	Strn3	1831.02	1851.03	1513	1590.02	2275.97	2130.97	2124.95	1685	1985.97	1731.97	1867.02	2034.04	2053.95	1304	1772.01	2008.98
7	16815889	16840932	+	Strn4	805.993	861.993	754.998	827.998	892.997	1032	896.998	654.002	1039	687	652.001	1138	1192	864.008	916.998	1023
9	36729344	36767623	-	Stt3a	462	504	430	405	869	980	763	450	1430	443	377	1051	2155	456	847	1016
9	115242470	115310469	-	Stt3b	962	881	896	887	1451	1584	1111	810	1549	775	726	1453	1967	826	1355	1402
17	25830634	25832920	-	Stub1	1252.74	1255.55	1202.31	1360.47	1463.97	1577.94	1454.25	1059.65	1578.79	1183.84	949.651	1468.57	1791.49	1482.2	1372.81	1502.07
1	180432373	180483505	-	Stum	125	104	64	82	29	53	64	58	76	62	40	30	30	75	46	121
10	12939983	12964260	-	Stx11	20	19	20	22	81.9999	97	72	28	177	22	20	104	429	27	117	104
4	132854064	132884459	-	Stx12	748	698	716	727	850	822	762	578	993	653	719	955	1267	657	854	894
2	174076302	174099772	+	Stx16	358	302	254	351	423	460.999	538.999	286	653.002	303	264	531.001	903.002	410.001	590	610.002
4	48124919	48186507	+	Stx17	597	607	435	550	663	642	623	501	576	528	464	626	627	566	600	716
5	38039230	38137770	+	Stx18	161.93	156.044	139.851	174.754	232.841	254.187	191.714	134.576	262.536	128.75	130.268	212.055	293.941	179.269	183.871	209.747
5	135023482	135051101	+	Stx1a	24	24	21	20	50	62	33	16	79	11	13	61	107	16	48	64
5	128984558	129008573	-	Stx2	220	195	155	204	255	308	265	196	429	188	210	338.001	552.002	220	296	327.001
19	11775118	11819404	-	Stx3	198	215	185	197	189	180	199	179	250	173	179	234	270	211	211	236
7	127841808	127848966	+	Stx4a	572	520	449	516	563	581	578	433	697	464	406	696	877	633	679	793
19	8741424	8755643	+	Stx5a	283.987	345.92	270.862	295.976	429.957	420.967	419.984	251.891	555.925	275.805	299.816	464.954	829.938	330.978	421.924	524.973
1	155158703	155203518	+	Stx6	211	189	198	222	325	323	284	178	430	225	212	311	717	229	344	375
10	24149289	24188962	+	Stx7	700.996	793.995	682.004	661.999	915.003	917.993	795.996	609.004	925.001	641.001	570.001	861.999	1555.01	499.999	895.006	985.997
11	67966458	68207149	+	Stx8	261	238	270	234	288	276	278	251	277	238	239	289	419	316	272	341
2	32787607	32847238	-	Stxbp1	195	181	171	202	347	322.001	331.001	125	543.003	137	129	380.001	697.003	247	396.001	396.001
8	3631109	3643999	+	Stxbp2	23	22	25	17	66	101	56	19	156	25	17	133	337	26	127	216
3	108793180	108840503	-	Stxbp3	193.493	183	197.14	158.605	251.376	275	235.382	192.666	288.443	184.553	214.788	278.898	425.596	163.7	254.726	337.342
19	9557606	9559249	-	Stxbp3-ps	27.5071	37	29.8601	43.3953	27.6239	39	29.618	40.3337	46.5566	31.4466	24.2122	50.1022	54.4038	29.2995	40.2742	39.6579
11	90476493	90638109	-	Stxbp4	92	73	77	118	103	148	102	62	116	74	89	118	208	66	151	144
10	9755547	9901041	-	Stxbp5	247	252	188	206	232	280	332	203	315	192	167	296	445	225	288	322
12	44852486	45074484	-	Stxbp6	123	127	95	136	107	161	204	85	223	93	119	169	233	84	152	277
14	45351186	45376885	+	Styx	448.8	444.403	311.084	376.544	344.174	363.317	403.648	370.663	447.584	462.404	422.65	362.458	495.634	169.971	417.167	395.351
15	11981339	11996008	-	Sub1	679	633	611	628	721	620	642	654	701	700	805	741	1054	617	736	750
14	73552786	73596145	+	Sucla2	9487.49	9749.77	8385.97	8957.17	6689.57	6404.29	8018.43	8668.27	5651.76	9157.11	9665.33	7309.5	3993.85	9413.42	6749.63	7390.12
6	73248505	73276908	+	Suclg1	5119	4871	4936	5179	4903	4642	4444	4794	3702	4911	4819	4598	3107	6176	3960	4187
6	95473009	95718847	-	Suclg2	2296.03	2392	2155.02	2181.96	1648.99	1605.97	2028.98	1954.98	1295.01	2140.98	1786.96	1710.02	1154.99	2537.02	1847.02	1879.96
1	161816112	161876683	-	Suco	310	294	243	206	399	426	245	220	418.001	214	245	339	641.001	230	374	479.998
5	117091678	117115994	-	Suds3	1008	1087.01	1020.99	992.007	960.998	937.005	982.994	926.008	983.009	905.007	793.994	913.996	1121.01	1247.99	915	1060.01
19	46396896	46488805	+	Sufu	139	137	107	158	241	243	260	114	284.001	131	109	251	401	175	246	302
8	70042787	70072348	+	Sugp1	321	252.001	219	286	267	273	283	252	282	236	208	341.999	375.999	349.999	296	334
8	70234226	70263106	+	Sugp2	517	420	373	506.002	545.664	543.999	554.396	360.999	527	369.732	346.106	500.423	535	455.46	512.001	469.432
14	79587660	79630798	+	Sugt1	581	554	571	467	632	555	524	487	614	595	550	596	750	584	614	616
1	12692430	12860373	+	Sulf1	273	243	204	200	854.997	930.999	596	156	1046.01	175	218.001	1183	1335	231	887.993	1450.01
2	166073899	166155684	-	Sulf2	767.995	791.997	572	642.002	1551.99	1632.02	1220	625.002	1784.99	473.999	479.999	1589	1867.99	662.997	1419.01	1727.99
7	126672865	126676419	-	Sult1a1	353	292	325	407	323	285	282	215	145	309	309	268	184	360	182	288
6	108107021	108185584	-	Sumf1	256	252	225	275	320	360	317	186	435	210	220	383	694	256	381	404
5	129846990	129863952	+	Sumf2	90.8602	106.254	89.0249	85.4482	120.067	154.877	129.952	91.9202	171.99	91.5886	73.3347	161.037	244.46	98.2162	132.484	198.338
1	59639434	59670835	-	Sumo1	622	564	530	520	575	536	551	603	686	692	722	557	823	517	715	686
11	115523109	115536231	-	Sumo2	1175	1078	1185	1104	1147	1413	1137	1142	1398	1209	1278	1272	1925	769	1291	1342
10	77606097	77618332	+	Sumo3	806.003	745.005	701.001	622.998	878.001	1064	799.997	586.001	1152.99	661.996	641.001	935.005	1430.01	758	885.003	1158
5	139200637	139249840	+	Sun1	682.999	678.002	619.003	675	720.002	710	666	617.001	734	552	538	664.999	860.001	590.999	738	791.999
15	79724068	79742537	-	Sun2	1586.99	1571	1292	1345.98	1907	1866.01	1733.98	1200.01	1572.01	1183.99	1104	1636	1872.01	1446.99	1868.97	1749.98
10	128669887	128673919	-	Suox	318	403	392	298	316	336	354	321	394	284	285	359	392	367	372	462
14	52160419	52197240	-	Supt16	415	424	322.245	364.996	491.116	491.66	440.162	364.671	671.211	276	286.381	625.25	1071.39	344	585.541	703.67
3	54692815	54728764	+	Supt20	211	218	191	242	333	379	330	187	397	218	203	308	625.001	181	349	404
17	44777166	45119291	+	Supt3	175	158	166	163	155	129	150	105	129	161	111	136	148	153	106	121
11	87737551	87743623	+	Supt4a	131.487	151.151	131.521	109.855	114.872	113.257	141.435	101.824	175.415	140.99	151.98	104.326	274.206	212.202	133	180.976
10	31413726	31414436	-	Supt4b	126.513	109.849	123.479	144.145	138.128	140.743	166.565	128.176	173.586	135.01	156.02	128.674	177.794	139.798	139	154.024
7	28314896	28338720	-	Supt5	881	925	813	1014	909	996	945	701	1013	725	629	1027	1412	958	946	1190
11	78206749	78245704	-	Supt6	732	737	564	729	860	961	852	553	970	525	447	976	1287	683	893	1041
5	31514569	31526763	-	Supt7l	165	160	174	182	215	208	227	140	217	145	107	210	308	163	245	241
10	62429221	62449739	-	Supv3l1	331.722	486.863	439.766	466.79	491.843	459.887	433.932	386.671	420.452	420.451	342.618	493.692	368.727	496.856	443.972	437.441
2	26913378	26916531	-	Surf1	366.001	360.999	388	353.999	305.001	329	406	346	355.999	367.999	387.001	396.999	304	482	366	396
2	26916408	26920171	+	Surf2	156	165	179	157	152	172	110	146	166	153	117	167	291	159	207	173
2	26920041	26933512	-	Surf4	1912	1904	1880	2058	3121	3400	2710	1778	4156	1750	1556	3685	6315	2009	2848	3247
2	26890418	26902888	-	Surf6	134	132	130	130	136	165	164	118	210	94	115	144	258	141	158	161
10	75636619	75644009	-	Susd2	20	25	27	31	43	59	80	28	131	11	23	55	141	21	73	150
12	80790532	80880834	+	Susd6	1788.98	1943.02	1483	1831.03	1920.01	2176.03	1840.04	1258	2089.98	1364.01	1169	2109	2631.95	1658.98	1971.04	2202.97
X	8061171	8074761	-	Suv39h1	106	86.0001	77	111	115	139	98	97	196	69	61	168	307	84	124	118
2	3455815	3474987	-	Suv39h2	18.9654	24.5238	25.625	22.732	35.7683	52.9928	26.7015	17.7794	52.9626	7.38047	16.5686	29.2481	65.495	24.4037	17.8015	41.2218
11	79993106	80034124	+	Suz12	502.998	465	333.001	397.002	598.997	541.002	523.998	418	640.999	411.001	365	590.002	968.006	348	573.001	629.004
3	96181227	96195181	+	Sv2a	47	31	43	51	202	177	95	34	234	42	33	146	301	43	158	216
7	75114895	75309263	-	Sv2b	13	14	17	21	11	20	13	8	40	1	17	52	50	12	24	38
4	119195310	119201299	+	Svbp	205	199	146	145	226	181	255	169	322	179	204	248	488.002	240	218	243
4	58042796	58206597	-	Svep1	226	206	190	225	250	371	413	143	601	191	138	596	660	189	393	502
18	5046589	5119294	+	Svil	4001.86	4248.04	3111	3540.91	4616.91	4574	4020.03	3018.97	3685	3045.05	2712.98	4350.05	4224	3491.02	3874.01	4156.01
7	51997161	52006019	-	Svip	888.006	722.003	575.999	769.003	567.999	531	714.002	657.999	570.997	694.996	859.996	577.003	469	586.003	701.996	707
7	110221703	110283507	+	Swap70	272	207	193	240	330	334	330	228	394	219	245	372	707	242	352	442
2	32278805	32288070	-	Swi5	1495	1336	1418.99	1301	1562.99	1509.01	1364.01	1246	1587	1410.99	1388	1421.01	2003.97	1429	1354	1547
9	21955753	21958271	+	Swsap1	113.564	106	103.794	107.414	143.784	121.935	127	70.2125	144.926	96.7156	99.9053	131	147.857	147	143	132.419
1	151367699	151428436	-	Swt1	101	110	74	77	93	109	73	72	115	101	83	93	132	101	136	104
X	162856843	162888463	-	Syap1	530	514	468	540	675	578	496	491	588	531	514	600	803	410	609	619
15	44671856	44788064	-	Sybu	162	93	110	123	80	93	122	108	97	149	144	138	45	182	91	119
10	78584503	78591965	-	Syde1	225	242	193	244	257	338	344	154	434	175	185	362	559	243	317	432
3	145987870	146021721	+	Syde2	513	465	331	571	607	630	627	311	680	350	343	537	739	407	603	730
4	134930980	134937538	+	Syf2	740	655	744	729	473	551	595	592	619	682	704	571	752	833	604	642
13	52583437	52648793	+	Syk	433.001	436	319	427	1151.01	1094.99	711	336	1148	343	273	1016	2180	415.001	804	921.002
7	19024377	19054623	+	Sympk	1293	1293.01	947	1141.99	1262	1359.01	1264.99	1045.99	1326.99	933.998	993.998	1450	1589.01	1386	1194	1287
6	115134902	115282627	+	Syn2	28	23	33	34	50	66	57	39	124	16	31	59	111	34	53	90
4	129287621	129308560	+	Sync	247.782	285.451	194.197	256.566	404.476	296.088	328.772	181.849	265.529	195.116	169.399	272.855	327.088	281.948	303.552	313.133
9	88449364	88482398	-	Syncrip	1386	1226	1049	1096	1550	1587.01	1388	1104	1701	1105	1172	1459.99	2349.01	782	1442.01	1578.01
10	5020196	5550693	-	Syne1	1794	1653	1098	1343	1788	1852	1801.01	1320	1459.01	1087.01	1175	1848.01	1479.01	1418.01	1531.99	1750.02
12	75818318	76110929	+	Syne2	810	655	448	691	582	708	762	563	932	491	488	828	1168	615	884	1257
12	104929933	105009810	-	Syne3	98.0001	102	52	54	132	113	124	56	120	53	72	125	192	79	134	141
17	26941250	26972435	+	Syngap1	67	34	54	46	111	132	84	39	143	28	46	120	213	56	101	121
15	80091334	80119502	+	Syngr1	749	798.002	657	725.998	779	666.001	838.999	690.998	645.001	602.001	787.998	694.002	719.001	915.003	733	767.998
11	117809667	117814287	+	Syngr2	1742	1653	1700	1738	1783	2018	1874	1446	2238	1490	1286	2039	2453	1819	2036	2246
16	90936097	91011309	-	Synj1	337	338	238	314	385	447.998	421.001	275	481	256	252	489.001	778.001	292.001	423	454.999
17	5941280	6044291	+	Synj2	1253.11	1174.54	841.005	1013	516	573.001	887.257	1019.03	885.001	918.002	945.999	884.06	809	1129.09	854.999	1021
12	81492194	81532912	-	Synj2bp	1313.15	1183.4	1018.44	1112.49	1273.22	1193.94	1048.78	1079.3	1053.99	1136.81	1088.59	1094.28	1200.56	883.851	1172.62	1163.62
7	67730161	67759743	-	Synm	209	158	159	167	532.001	445.001	218	166	465.001	173	199	479	687.001	160	253	416.999
18	60593990	60624306	-	Synpo	1880	2201.98	1712.01	1884.99	2512.01	2438	1959.99	1411	2545	1408	1388	2706.99	3817	2001.99	1712	1811
3	123076519	123236150	-	Synpo2	1524	1480	1162	1315	1656	1648	1465	1170	1494	1254	943	1587	1585	1346	1383	1750
14	20658948	20668355	-	Synpo2l	2433.02	2109.02	1923.02	2265.96	7077.99	6136.85	2739.98	1716.97	4360.01	1939.01	1577	4307.05	5346.84	2176.03	2621.02	2862.91
11	83964431	84044577	+	Synrg	441	467	322	412	449	490	434	313	604	353	292	466	641	425	530	595
X	7638580	7653257	+	Syp	47	52	48	39	51	61	63	44	67	30	37	56	43	33	42	63
12	32953945	32979503	+	Sypl	1388.99	1318	1355.99	1363	1582.98	1646.99	1543.98	1279.01	1640.98	1379.99	1329.01	1517.01	1912.02	917.999	1493	1578.98
2	164460971	164465511	+	Sys1	408	450	477	416	482	496	439	436	522	419	437	511	704	562	483	473
3	88744701	88772600	-	Syt11	253	223	211	211	351	346	312	225	390	190	210	353	427	230	395	428.768
19	4445908	4477144	-	Syt12	34	51	36.4475	35	192.778	179.424	43.0006	51	95.9227	22	26	125.981	164.559	29.8818	80.7976	66.5719
7	118380713	118448223	-	Syt17	6	15	10	14	22	28	23	18	15	15	18	21	25	16	9	20
7	44384126	44400031	+	Syt3	51	32	23	55	15	21	44	28	58	31	34	30	41	44	31	51
3	103575245	103645568	+	Syt6	7.1834	19.3191	15.1292	11	26.298	35	26	15.4668	27.3818	23.6707	12.7646	19.1387	38.2802	26.3553	18.7672	18.1745
19	10389023	10453182	+	Syt7	771.002	728.002	425	820.003	877.004	879.996	750.002	507.001	707.997	498.999	425.001	687.999	557.003	601.997	809.003	861.992
7	90302355	90410720	+	Sytl2	27	11	32	12	121	130	88	4	260	23	22	166	462	24	152	303
X	133936385	133981813	-	Sytl4	17	35	31	23	22	36	37	48	34	33	21	44	90	33	47	44
19	6046576	6053719	+	Syvn1	323.999	344.001	232	359	417	448	447	298	497	235	191	504	717.003	359	393	464.001
4	141112978	141139797	-	Szrd1	1287	1228	953.006	1133.99	1589	1569.02	1515.99	1001	1454.99	1010	1022.01	1423.99	1797	1308.01	1482	1484.99
4	118362740	118409264	-	Szt2	318	280	172	274	293	348	336	263	378	187	168	368	524	243	319	406
15	80133146	80161707	+	Tab1	322	318	233	330	457	497	449	307	433	283	305	429	425	393	443	484
10	7905648	7956124	-	Tab2	949.994	896.002	735.002	883.004	991.004	1135	1029.99	752.006	1259.01	834.997	724.999	1042.01	1716.97	927	1071	1251.99
X	85574022	85634470	+	Tab3	216	202	165	180	309	293	234	187	262.001	187	180	197	371	145	269	347
6	7555061	7562979	+	Tac1	50	26	22	39	33	63	32	45	27	32	37	24	10	41	40	22
8	25154552	25201543	-	Tacc1	1049	1167.99	802.999	1004	1334	1394.99	1207.01	798.003	1623.98	804.002	793	1334	2195.05	1020	1303.99	1614
